b,gamma_boot,beta_low_boot,beta_high_boot,beta_diff_boot,N_boot,N_low_boot,N_high_boot,warning_flag,failed_flag,warning_note
143,1.0650428339903726,0.11294894804685436,0.08551011348531115,-0.02743883456154321,4018,1792,2226,FALSE,FALSE,
144,1.0380060250036154,0.11339036958462843,0.09825773847819637,-0.015132631106432065,4041,1476,2565,FALSE,FALSE,
145,1.1372159625595029,0.12212482661807937,0.10907939960866579,-0.01304542700941358,4043,1696,2347,FALSE,FALSE,
146,1.0380060250036154,0.122417214486934,0.09635244280604485,-0.02606477168088915,4206,1553,2653,FALSE,FALSE,
147,1.5095785440613028,0.11994596646005687,0.0889208275861667,-0.031025138873890162,2425,687,1738,FALSE,FALSE,
148,1.0380060250036154,0.12225647408889344,0.0862317573943331,-0.03602471669456034,4394,2016,2378,TRUE,FALSE,S_cluster unavailable; used robust S
149,1.0380060250036154,0.1215387254403375,0.09203243621893398,-0.029506289221403526,3935,1344,2591,TRUE,FALSE,S_cluster unavailable; used robust S
150,1.0380060250036154,0.11458560132543485,0.10039907917065011,-0.014186522154784748,3701,1443,2258,FALSE,FALSE,
151,1.0650428339903726,0.11225026875618313,0.07127756174877654,-0.040972707007406586,4010,1792,2218,FALSE,FALSE,
152,1.506024096385542,0.12448662453352151,0.08052998219992927,-0.04395664233359224,3074,1420,1654,FALSE,FALSE,
153,1.1372159625595029,0.12803749520119578,0.11920779068437395,-0.008829704516821829,3183,918,2265,FALSE,FALSE,
154,1.020533066128087,0.11124929883855925,0.07496810369030993,-0.03628119514824932,3817,1307,2510,FALSE,FALSE,
155,1.7042314486291816,0.09953916940550869,0.062294953537506345,-0.03724421586800235,2717,1036,1681,FALSE,FALSE,
156,1.0650428339903726,0.12179137861327988,0.08388110795279789,-0.037910270660481984,3148,864,2284,FALSE,FALSE,
157,1.874489589650293,0.10974383730221336,0.07160512997912011,-0.038138707323093254,2618,1577,1041,FALSE,FALSE,
158,1.0380060250036154,0.12355716118998927,0.09668939890652734,-0.026867762283461938,3992,1432,2560,FALSE,FALSE,
159,1.0650428339903726,0.11299089506427823,0.08517231425283038,-0.02781858081144785,3863,1666,2197,FALSE,FALSE,
