gamma,N,N_low,N_high,beta_low,se_low,p_low,beta_high,se_high,p_high,objective_value,warning_flag,warning_note
1.3586800231864276,3188,1473,1715,0.10590116240204658,0.010546532454579838,1.8023533139838418e-9,0.09749304608192674,0.014384759789559932,1.0546277332364077e-6,45827.55114868708,FALSE,
1.363752422102472,3188,1473,1715,0.10590116240204658,0.010546532454579838,1.8023533139838418e-9,0.09749304608192674,0.014384759789559932,1.0546277332364077e-6,45827.55114868708,FALSE,
1.3688248210185163,3188,1473,1715,0.10590116240204658,0.010546532454579838,1.8023533139838418e-9,0.09749304608192674,0.014384759789559932,1.0546277332364077e-6,45827.55114868708,FALSE,
1.3738972199345607,3188,1479,1709,0.10591802549310667,0.010543917295339537,1.7895284496970487e-9,0.09744316056618778,0.014473185573001039,1.1624520866466848e-6,45827.60636123523,FALSE,
1.3333180286062052,3188,1429,1759,0.10585095572668456,0.010598212986645037,1.97989158239543e-9,0.09784143074085372,0.013592074366441234,4.285671437733812e-7,45835.479346565335,FALSE,
1.5260691874158934,3188,1781,1407,0.10610541432139699,0.010712175132197367,2.288808719956445e-9,0.0949659172340111,0.011858552040632383,8.100741479027781e-8,45835.9727486476,FALSE,
1.424621209095005,3188,1536,1652,0.10717784016463236,0.009602655089820623,2.7370431649307407e-10,0.09551259870554582,0.014453493663500558,1.5248067901668922e-6,45838.84386012476,FALSE,
1.6883859527293148,3188,2010,1178,0.1088937529818537,0.009321347940803273,1.1926184921041697e-10,0.08516652952856348,0.01287135939691165,1.4967790807842777e-6,45847.73354915337,FALSE,
1.4296936080110494,3188,1545,1643,0.10680864081860937,0.009493532125648099,2.36862532453847e-10,0.09615335778069282,0.01513305389709469,2.6723426308342797e-6,45855.37189425062,FALSE,
1.4347660069270938,3188,1545,1643,0.10680864081860937,0.009493532125648099,2.36862532453847e-10,0.09615335778069282,0.01513305389709469,2.6723426308342797e-6,45855.37189425062,FALSE,
1.4398384058431382,3188,1563,1625,0.10780033265000047,0.00884492543137731,5.4652485460255074e-11,0.09483583064830332,0.015027054148138999,2.9396145631046435e-6,45857.708656867326,FALSE,
1.5412863841640267,3188,1807,1381,0.10632390898971561,0.010643356039843834,1.972706164679152e-9,0.09520460095463858,0.011618227163964384,5.591978081248423e-8,45858.67299808935,FALSE,
1.531141586331938,3188,1801,1387,0.10640780333490064,0.010636750534795817,1.9246147098094653e-9,0.09516903352020296,0.0115923401038599,5.4260946656623635e-8,45862.77333965112,FALSE,
1.5362139852479824,3188,1801,1387,0.10640780333490064,0.010636750534795817,1.9246147098094653e-9,0.09516903352020296,0.0115923401038599,5.4260946656623635e-8,45862.77333965112,FALSE,
1.5463587830800711,3188,1819,1369,0.1065985342709146,0.010503446536547117,1.4946517814780711e-9,0.0950416509719203,0.011527754269514948,5.064441883682213e-8,45873.19553113884,FALSE,
1.6934583516453594,3188,2019,1169,0.10835669971228469,0.009665133840910159,2.524930999226186e-10,0.08762884165038656,0.011100524773853156,1.0189583506311479e-7,45888.81333753761,FALSE,
1.520996788499849,3188,1746,1442,0.10602742649223017,0.010770864119812543,2.550091977141963e-9,0.09643910433766731,0.012456384758317696,1.3868501993336595e-7,45896.29626601407,FALSE,
1.0695532849718954,3188,939,2249,0.10655941940226459,0.011993185769122807,1.4719012054557677e-8,0.09998194609362204,0.013478848040520752,2.706080026145255e-7,45921.757030146604,FALSE,
1.0746256838879398,3188,939,2249,0.10655941940226459,0.011993185769122807,1.4719012054557677e-8,0.09998194609362204,0.013478848040520752,2.706080026145255e-7,45921.757030146604,FALSE,
1.0796980828039842,3188,939,2249,0.10655941940226459,0.011993185769122807,1.4719012054557677e-8,0.09998194609362204,0.013478848040520752,2.706080026145255e-7,45921.757030146604,FALSE,
1.0847704817200285,3188,939,2249,0.10655941940226459,0.011993185769122807,1.4719012054557677e-8,0.09998194609362204,0.013478848040520752,2.706080026145255e-7,45921.757030146604,FALSE,
1.089842880636073,3188,939,2249,0.10655941940226459,0.011993185769122807,1.4719012054557677e-8,0.09998194609362204,0.013478848040520752,2.706080026145255e-7,45921.757030146604,FALSE,
1.0949152795521173,3188,939,2249,0.10655941940226459,0.011993185769122807,1.4719012054557677e-8,0.09998194609362204,0.013478848040520752,2.706080026145255e-7,45921.757030146604,FALSE,
1.099987678468162,3188,939,2249,0.10655941940226459,0.011993185769122807,1.4719012054557677e-8,0.09998194609362204,0.013478848040520752,2.706080026145255e-7,45921.757030146604,FALSE,
1.1050600773842063,3188,939,2249,0.10655941940226459,0.011993185769122807,1.4719012054557677e-8,0.09998194609362204,0.013478848040520752,2.706080026145255e-7,45921.757030146604,FALSE,
