source_file,survey_folder,file_name,variable_name,variable_label,family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM2,(Нэр) ВАКЦИНЖУУЛАЛТЫН КАРТТАЙ БАЙСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM2A,(Нэр) ОРШИН СУУГАА ГАЗРЫНХАА ХАРЬЯАНЫ ӨРХИЙН ЭМНЭЛЭГТ БҮРТГЭЛТЭЙ ЮҮ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM2B,"(Нэр) ЭХ, ХҮҮХДИЙН ЭРҮҮЛ МЭНДИЙН ДЭВТЭРТЭЙ ЮҮ?",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3BY,Сүрьеэгийн эсрэг вакцин Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3BM,Сүрьеэгийн эсрэг вакцин Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3BD,Сүрьеэгийн эсрэг вакцин Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P0Y,Халдварт саагийн эсрэг вакцины төрөх үеийн тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P0M,Халдварт саагийн эсрэг вакцины төрөх үеийн тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P0D,Халдварт саагийн эсрэг вакцины төрөх үеийн тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P1Y,Халдварт саагийн эсрэг вакцины 1-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P1M,Халдварт саагийн эсрэг вакцины 1-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P1D,Халдварт саагийн эсрэг вакцины 1-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P2Y,Халдварт саагийн эсрэг вакцины 2-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P2M,Халдварт саагийн эсрэг вакцины 2-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P2D,Халдварт саагийн эсрэг вакцины 2-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P3Y,Халдварт саагийн эсрэг вакцины 3-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P3M,Халдварт саагийн эсрэг вакцины 3-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3P3D,Халдварт саагийн эсрэг вакцины 3-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3PE1Y,Тавт вакцины 1-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3PE1M,Тавт вакцины 1-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3PE1D,Тавт вакцины 1-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3PE2Y,Тавт вакцины 2-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3PE2M,Тавт вакцины 2-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3PE2D,Тавт вакцины 2-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3PE3Y,Тавт вакцины 3-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3PE3M,Тавт вакцины 3-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3PE3D,Тавт вакцины 3-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3HY,Б гепатитын эсрэг вакцин Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3HM,Б гепатитын эсрэг вакцин Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3HD,Б гепатитын эсрэг вакцин Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3M1Y,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 1-р тун Он",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3M1M,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 1-р тун Сар",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3M1D,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 1-р тун Өдөр",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3M2Y,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 2-р тун Он",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3M2M,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 2-р тун Сар",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3M2D,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 2-р тун Өдөр",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3V1Y,А аминдэм (1-р тун) Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3V1M,А аминдэм (1-р тун) Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3V1D,А аминдэм (1-р тун) Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3V2Y,А аминдэм (2-р тун) Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3V2M,А аминдэм (2-р тун) Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM3V2D,А аминдэм (2-р тун) Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM5,"(Нэр) ВАКЦИНЖУУЛАЛТЫН КАРТ, ЭСВЭЛ ЭХ, ХҮҮХДИЙН ЭРҮҮЛ МЭНДИЙН ДЭВТЭРТ БҮРТГЭГДСЭНЭЭС ӨӨР ВАКЦИН ХИЙЛГЭЖ БАЙСАН УУ?",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM5O,Other vaccinations given,health_disability_nutrition
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM6,(Нэр) ЯМАР НЭГ ӨВЧНӨӨС УРЬДЧИЛАН СЭРГИЙЛЭХ ЗОРИЛГООР БОЛОН КАМПАНИТ АЖЛЫН ХҮРЭЭНД ЭСВЭЛ ВАКЦИНЖУУЛАЛТЫН ӨДРӨӨР ВАКЦИН ХИ,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM7,"(Нэр) СҮРЬЕЭГИЙН ЭСРЭГ ГАРЫН ШУУ ЭСВЭЛ БУЛЧИНД ТАРЬДАГ, ТАРИУЛСНЫ ДАРАА СОРВИ ҮҮСДЭГ ВАКЦИН ХИЙЛГЭЖ БАЙСАН УУ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM7AA,24 ЦАГИЙН ДОТОР ХИЙЛГЭСЭН ҮҮ ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM7AB,14 ХОНОГИЙН ДОТОР ХИЙЛГЭСЭН ҮҮ ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM7AC,"15, ТҮҮНЭЭС ДЭЭШ ХОНОГИЙН ХУГАЦААНД ХИЙЛГЭСЭН ҮҮ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM8,(Нэр) ХАЛДВАРТ СААГИЙН ЭСРЭГ АМАНД ДУСААДАГ ВАКЦИН ХИЙЛГЭЖ БАЙСАН УУ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM9A,24 ЦАГИЙН ДОТОР ХИЙЛГЭСЭН ҮҮ ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM9B,14 ХОНОГИЙН ДОТОР ХИЙЛГЭСЭН ҮҮ ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM9C,"15, ТҮҮНЭЭС ДЭЭШ ХОНОГИЙН ХУГАЦААНД ХИЙЛГЭСЭН ҮҮ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM10,(Нэр) ХАЛДВАРТ СААГИЙН ЭСРЭГ ВАКЦИНЫГ ХЭДЭН УДАА УУСАН БЭ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM11,(Нэр) ГУЯНД ТАРЬДАГ ТАВТ ВАКЦИН ХИЙЛГЭЖ БАЙСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM12,(Нэр) ТАВТ ВАКЦИНЫГ ХЭДЭН УДАА ХИЙЛГЭСЭН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM13,(Нэр) Б ГЕПАТИТЫН ЭСРЭГ ГУЯНД ТАРЬДАГ ВАКЦИН ХИЙЛГЭЖ БАЙСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM14A,24 ЦАГИЙН ДОТОР ХИЙЛГЭСЭН ҮҮ ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM14B,14 ХОНОГИЙН ДОТОР ХИЙЛГЭСЭН ҮҮ ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM14C,14 ХОНОГИЙН ДОТОР ХИЙЛГЭСЭН ҮҮ ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM16,"(Нэр) 9, ТҮҮНЭЭС ДЭЭШ САРТАЙ ХҮҮХДИЙН ГАРЫН ШУУНД ТАРЬДАГ УЛААН БУРХНЫ ЭСРЭГ ВАКЦИНЫГ ХИЙЛГЭЖ БАЙСАН УУ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM16A,(Нэр) УЛААН БУРХНЫ ЭСРЭГ ВАКЦИНЫГ ХЭДЭН УДАА ХИЙЛГЭСЭН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM18,(Нэр) СҮҮЛИЙН 12 САРД А АМИНДЭМ УУСАН УУ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM18A,(Нэр) А АМИНДЭМИЙГ ХЭДЭН УДАА УУСАН БЭ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM18B,(Нэр) ЕР НЬ Д АМИНДЭМ УУЖ БАЙСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM18C,(Нэр) Д АМИНДЭМИЙГ ХАМГИЙН СҮҮЛД ХЭДЭН САРТАЙДАА УУСАН БЭ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM18DA,Д АМИНДЭМИЙН ЭМЭЭР УУСАН УУ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM18DB,Д АМИНДЭМИЙН УУСМАЛААР УУСАН УУ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM19A,5-Р САРЫН ВАКЦИНЖУУЛАЛТ,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM19B,10-Р САРЫН ВАКЦИНЖУУЛАЛТ,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,IM20,Өрхийн эмнэлэгийн асуулга шалгах,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF6,Эх/ асран хамгаалагчийн мөрийн дугаар,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF7,"Судлаачийн нэр, дугаар",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF8Y,Эхний Он,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF8M,Эхний Сар,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF8D,Эхний Өдөр,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF9Y,Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF9M,Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF9D,Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF11,Үр дүн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF12Y,Вакцины карт дээр бичигдсэн төрсөн он,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF12M,Вакцины карт дээр бичигдсэн төрсөн сар,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF12D,Вакцины карт дээр бичигдсэн төрсөн өдөр,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13BY,Сүрьеэгийн эсрэг вакцин Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13BM,Сүрьеэгийн эсрэг вакцин Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13BD,Сүрьеэгийн эсрэг вакцин Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P0Y,Халдварт саагийн эсрэг вакцины төрөх үеийн тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P0M,Халдварт саагийн эсрэг вакцины төрөх үеийн тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P0D,Халдварт саагийн эсрэг вакцины төрөх үеийн тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P1Y,Халдварт саагийн эсрэг вакцины 1-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P1M,Халдварт саагийн эсрэг вакцины 1-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P1D,Халдварт саагийн эсрэг вакцины 1-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P2Y,Халдварт саагийн эсрэг вакцины 2-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P2M,Халдварт саагийн эсрэг вакцины 2-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P2D,Халдварт саагийн эсрэг вакцины 2-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P3Y,Халдварт саагийн эсрэг вакцины 3-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P3M,Халдварт саагийн эсрэг вакцины 3-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13P3D,Халдварт саагийн эсрэг вакцины 3-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13PE1Y,Тавт вакцины 1-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13PE1M,Тавт вакцины 1-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13PE1D,Тавт вакцины 1-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13PE2Y,Тавт вакцины 2-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13PE2M,Тавт вакцины 2-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13PE2D,Тавт вакцины 2-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13PE3Y,Тавт вакцины 3-р тун Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13PE3M,Тавт вакцины 3-р тун Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13PE3D,Тавт вакцины 3-р тун Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13HY,Б гепатитын эсрэг вакцин Он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13HM,Б гепатитын эсрэг вакцин Сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13HD,Б гепатитын эсрэг вакцин Өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13M1Y,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 1-р тун Он",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13M1M,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 1-р тун Сар",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13M1D,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 1-р тун Өдөр",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13M2Y,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 2-р тун Он",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Child.sav,НҮТС-2013,Child.sav,HF13M2M,"Улаан бурхан, гахайн хавдар, улаануудын эсрэг вакцины 2-р тун Сар",other
