b,gamma_boot,beta_low_boot,beta_high_boot,beta_diff_boot,N_boot,N_low_boot,N_high_boot,warning_flag,failed_flag,warning_note
228,17.93727422003284,0.07528299232838388,0.10231463570073707,0.027031643372353184,3233,492,2741,FALSE,FALSE,
229,19.53062264661216,0.06325180401024387,0.11894191254141553,0.055690108531171664,3089,937,2152,FALSE,FALSE,
230,26.439452439452438,0.0671265900762753,0.13242346793462115,0.06529687785834584,2598,2257,341,FALSE,FALSE,
231,25.392553622015377,0.08788726866360508,0.136741249187199,0.04885398052359391,2768,2415,353,FALSE,FALSE,
232,19.289577326775586,0.08731161448997893,0.11279286087592588,0.025481246385946954,2197,893,1304,FALSE,FALSE,
233,19.557047327769425,0.08224361051710258,0.11469476466036008,0.0324511541432575,2804,1052,1752,FALSE,FALSE,
234,19.557047327769425,0.10361910848260895,0.12736286326784163,0.023743754785232676,3083,966,2117,FALSE,FALSE,
235,19.40162620247366,0.07483247440869914,0.11744026090273743,0.04260778649403829,3670,991,2679,FALSE,FALSE,
236,19.40162620247366,0.10367646665623981,0.11378529391792555,0.010108827261685743,4469,999,3470,FALSE,FALSE,
237,25.35989602452551,0.06036261718387991,0.1093855284283625,0.04902291124448258,2592,2257,335,FALSE,FALSE,
238,25.205639493141994,0.092128797956074,0.1212151525728199,0.0290863546167459,2371,2136,235,FALSE,FALSE,
239,18.767149133446537,0.08920621570847863,0.11073362350902423,0.0215274078005456,3033,699,2334,FALSE,FALSE,
240,19.557047327769425,0.08339139735755192,0.11271564501392738,0.02932424765637545,3886,1020,2866,FALSE,FALSE,
241,19.557047327769425,0.08572346528395654,0.11188638379599955,0.026162918512043012,4505,1069,3436,FALSE,FALSE,
242,19.289577326775586,0.07542336994761267,0.11859307498587925,0.04316970503826657,3984,800,3184,FALSE,FALSE,
